Details for Sum of price - terms: jackets,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Product ID,Product Position,Promotion,Product Category,Seasonal,Sales Volume,brand,url,name,description,price,currency,terms,section,season,material,origin
219617,End-cap,No,clothing,No,709,Zara,https://www.zara.com/us/en/striped-textured-overshirt-p04179056.html,EMBROIDERED PLAID OVERSHIRT KHAKI,Jacket made of technical fabric with padded interior. Tonal elastic rib high collar. Long sleeves. Welt pockets at hip and interior pocket. Interior elastic finish. Front zip closure.,35,USD,jackets,MAN,Autumn,Polyester,China
219615,Front of Store,Yes,clothing,Yes,1576,Zara,https://www.zara.com/us/en/structured-text-t-shirt-p00761434.html,CROPPED LIGHTWEIGHT PUFFER JACKET NAVY,Sneakers. Made of leather. Upper in a combination of pieces and finishes. Lacing with six pairs of eyelets. Rounded shape. Chunky sole.,26.99,USD,jackets,WOMAN,Winter,Polyester,Turkey
219609,Aisle,No,clothing,Yes,764,Zara,https://www.zara.com/us/en/colorblock-knit-crop-sweater-p05536008.html,ACID WASH DENIM JACKET GREY,Slim fit shirt made of wrinkle effect fabric. Round neck and long sleeves.,45.95,USD,jackets,MAN,Spring,Cotton,India
119049,Aisle,No,clothing,No,770,Zara,https://www.zara.com/us/en/pocket-denim-overshirt-p01472403.html,POCKET DENIM OVERSHIRT,Boxy fit overshirt. Lapel collar and long sleeves with buttoned cuffs. Chest patch pockets. Washed effect. Front button closure.,45.99,USD,jackets,WOMAN,Spring,Linen Blend,Bangladesh
119955,Front of Store,No,clothing,No,749,Zara,https://www.zara.com/us/en/bomber-jacket-p05039440.html,BOMBER JACKET,Boxy bomber jacket. Rib elastic collar and long sleeves. Welt pockets at hip. Elasticized trim. Front zip closure.,59.99,USD,jackets,MAN,Autumn,Polyester,Morocco
120228,End-cap,Yes,clothing,Yes,1177,Zara,https://www.zara.com/us/en/100-feather-fill-puffer-jacket-p00155480.html,100% FEATHER FILL PUFFER JACKET,Puffer vest made of technical fabric. Fill is a blend of 60% down and 40% feather. Sleeveless design with high collar. Zip pockets at hip and interior pocket. Adjustable hem with side elastics. Front snap button closure.,34.99,USD,jackets,WOMAN,Autumn,Wool Blend,Morocco
120266,Front of Store,No,clothing,Yes,937,Zara,https://www.zara.com/us/en/plaid-overshirt-p04266381.html,PLAID OVERSHIRT,Cropped overshirt. Lapel collar and long sleeves with buttoned cuffs. Chest patch pocket. Irregular trim. Front button closure.,15.95,USD,jackets,WOMAN,Autumn,Cotton,India
219607,End-cap,Yes,clothing,Yes,1211,Zara,https://www.zara.com/us/en/overshirt-with-contrasting-topstitching-p06917325.html,TAILORED COTTON OVERSHIRT,Jacket made of technical fabric with padded interior. High collar with front zip closure and long sleeves with elastic strap cuffs. Front and back contrast embroidered text. Zip pockets at hip. Adjustable elastic strap at hem with side zippers and strap.,79.99,USD,jackets,MAN,Autumn,Polyester,Turkey
219606,Aisle,Yes,clothing,Yes,1608,Zara,https://www.zara.com/us/en/wool-blend-knit-sweater-p02893159.html,REGULAR HIGH COLLAR KNIT SWEATER ECRU,Round neck long sleeve sweater. Metallic fabric detail and frayed trim.,20.99,USD,jackets,WOMAN,Winter,Wool,India
219604,Front of Store,No,clothing,No,825,Zara,https://www.zara.com/us/en/herringbone-textured-jacket-p08491401.html,STRUCTURED TEXTURED POCKET OVERSHIRT CHARCOAL,Cropped jacket with lightly quilted interior. Lapel collar and long sleeves. Flap patch pockets at hip. Washed effect. Rib hems. Front zip closure.,69.95,USD,jackets,WOMAN,Spring,Linen,China
219602,Front of Store,Yes,clothing,Yes,1561,Zara,https://www.zara.com/us/en/asymmetrical-wool-and-silk-blend-sweater-p09598025.html,BELTED RAISED TEXT T-SHIRT LIMITED EDITION BLACK,Ankle boots. Made of leather with a suede finish. Faux shearling interior and side detail. Rounded shape. Welt around upper. Back pull tab. Chunky lug soles.,46.99,USD,jackets,WOMAN,Summer,Cotton,Brazil
219600,Aisle,No,clothing,No,749,Zara,https://www.zara.com/us/en/asymmetrical-wool-and-silk-blend-sweater-p09598025.html,RELAXED SUEDE RUNNING SNEAKERS,Jacket made of textured fabric. Lapel collar and long sleeves with buttoned cuffs. Patch pockets at chest and hidden pockets at hip. Side vents at hem. Front button closure.,79,USD,jackets,MAN,Autumn,Cotton,China
219596,End-cap,No,clothing,Yes,793,Zara,https://www.zara.com/us/en/pocket-overshirt-p04466468.html,HIGH-WAIST STRETCH POCKET OVERSHIRT NAVY,Boxy fit jacket. Lapel collar and long sleeves with buttoned cuffs. Welt pockets at hip. Front button closure.,22.95,USD,jackets,MAN,Spring,Linen,Turkey
219595,End-cap,No,clothing,No,641,Zara,https://www.zara.com/us/en/utility-pocket-jacket-p05520451.html,REGULAR RIBBED KNIT T-SHIRT GREY,Cropped overshirt. Lapel collar and long sleeves with buttoned cuffs. Front patch pockets. Irregular finished seams. Front button closure.,79.99,USD,jackets,WOMAN,Spring,Linen,Bangladesh
219593,Aisle,No,clothing,No,769,Zara,https://www.zara.com/us/en/fine-knit-sweater-p09598045.html,OVERSIZED BOMBER JACKET #5,Jacket made of suede. Cropped length. Lapel collar and long sleeves. Front hidden in-seam pockets. Front zip closure.,49.95,USD,jackets,WOMAN,Spring,Polyester,India
123150,End-cap,No,clothing,Yes,744,Zara,https://www.zara.com/us/en/cropped-bomber-jacket-limited-edition-p08281600.html,CROPPED BOMBER JACKET LIMITED EDITION,Jacket with lightly padded interior. Rib collar and long sleeves. Flap pockets at waist. Rib trim. Front asymmetric zip closure.,49.99,USD,jackets,MAN,Autumn,Polyester,Spain
123230,Aisle,No,clothing,No,982,Zara,https://www.zara.com/us/en/striped-textured-overshirt-p04179056.html,STRIPED TEXTURED OVERSHIRT,Relaxed fit overshirt. Lapel collar and long sleeves with buttoned cuffs. Patch pockets at hip. Front button closure.,19.99,USD,jackets,WOMAN,Autumn,Polyester,Morocco
123824,Aisle,No,clothing,Yes,962,Zara,https://www.zara.com/us/en/wool-blend-suit-jacket-p04156504.html,WOOL BLEND SUIT JACKET,Straight fit jacket made of wool blend fabric. Notched lapel collar and long sleeves with buttoned cuffs. Welt pockets at chest and flap pockets at hip. Interior pocket. Central vent at back hem. Front button closure.,29.99,USD,jackets,WOMAN,Autumn,Wool Blend,Bangladesh
219592,Aisle,Yes,clothing,Yes,1718,Zara,https://www.zara.com/us/en/cashmere-blend-knit-sweater-p02893169.html,HIGH-WAIST FINE KNIT CROP SWEATER,Sandals. Made of leather with a suede finish. Two crossed wide straps at instep. Thick lightweight soles.,18.99,USD,jackets,WOMAN,Summer,Wool,Bangladesh
124088,End-cap,No,clothing,Yes,964,Zara,https://www.zara.com/us/en/embroidered-patch-jacket-p05320345.html,EMBROIDERED PATCH JACKET,Roomy jacket made of lightweight fabric. Lapel collar and long sleeves with elastic cuffs. Contrasting patch appliqués with embroidery at front and back. Front pouch pocket. Elastic hem. Front zip closure.,35.95,USD,jackets,WOMAN,Autumn,Viscose,Bangladesh
124981,Front of Store,No,clothing,Yes,857,Zara,https://www.zara.com/us/en/padded-denim-jacket-p01538413.html,PADDED DENIM JACKET,Cropped jacket with lightly quilted interior. Lapel collar and long sleeves. Flap patch pockets at hip. Washed effect. Rib hems. Front zip closure.,79.99,USD,jackets,WOMAN,Autumn,Denim,Bangladesh
219591,Aisle,No,clothing,No,1017,Zara,https://www.zara.com/us/en/overshirt-with-contrasting-topstitching-p06917325.html,LINEN CONTRAST TOPSTITCHING CROP KNIT SWEATER SKY BLUE,Slim fit shirt. Round neck and short sleeves.,24.95,USD,jackets,WOMAN,Summer,Cotton,Cambodia
125408,End-cap,Yes,clothing,Yes,1448,Zara,https://www.zara.com/us/en/contrasting-patches-bomber-jacket-p03833401.html,CONTRASTING PATCHES BOMBER JACKET,Varsity jacket with elastic collar and long sleeves. Welt pockets at hip and interior pocket. Embroidered appliqué and contrast front and back patches. Rib trim. Front snap button closure.,33.99,USD,jackets,WOMAN,Spring,Cotton,Turkey
125409,End-cap,No,clothing,Yes,687,Zara,https://www.zara.com/us/en/pocket-denim-jacket-p00840482.html,POCKET DENIM JACKET,Slightly cropped denim jacket. Lapel collar and long sleeves with buttoned cuffs. Flap patch pocket at chest and side hip. Washed effect. Front button closure.,99.99,USD,jackets,WOMAN,Autumn,Cotton,Bangladesh
219590,End-cap,Yes,clothing,Yes,1548,Zara,https://www.zara.com/us/en/houndstooth-suit-jacket-p04285498.html,LINEN BAGGY BELTED JEANS IVORY,Oversized jacket made of technical fabric. High collar and long sleeves with pocket detail. Welt pockets at hip and interior pocket. Rib trim. Adjustable asymmetric hem with side zippers. Front zip closure.,27.99,USD,jackets,MAN,Summer,Cotton,Morocco
219588,End-cap,No,clothing,No,947,Zara,https://www.zara.com/us/en/cropped-textured-jacket-p01538410.html,PLEATED FAUX SHEARLING LINED SUEDE BOOTS GREY,Oversized jacket. Notched lapel collar and long sleeves. Flap pockets at hip and interior pocket. Front button closure.,22.99,USD,jackets,WOMAN,Spring,Cotton,Vietnam
126806,End-cap,Yes,clothing,Yes,1314,Zara,https://www.zara.com/us/en/pocket-overshirt-p04466468.html,POCKET OVERSHIRT,Relaxed fit overshirt made of 25% wool fabric. Lapel collar and long sleeves with buttoned cuffs. Patch pocket at chest and side pockets at hip. Front button closure.,61.99,USD,jackets,WOMAN,Autumn,Wool Blend,China
219587,Aisle,No,clothing,No,860,Zara,https://www.zara.com/us/en/cashmere-blend-knit-sweater-p02893169.html,MULTICOLOR SNEAKERS GREY,Jacket made of technical fabric. High collar with adjustable drawstring hood. Long sleeves with rib cuffs. Chest welt pocket and hip patch pockets. Interior pocket. Adjustable hem with elastics at sides. Front zip hidden by a snap button flap.,29.99,USD,jackets,WOMAN,Autumn,Cotton,Turkey
127296,Aisle,No,clothing,No,709,Zara,https://www.zara.com/us/en/cropped-textured-jacket-p01538410.html,CROPPED TEXTURED JACKET,Jacket made of dense cotton fabric cut on the bias. Lapel collar and long sleeves with buttoned cuffs. Welt pockets at hip and interior pocket. Cropped length. Front zip closure.,45.99,USD,jackets,MAN,Spring,Cotton,China
219586,Aisle,No,clothing,No,781,Zara,https://www.zara.com/us/en/cable-knit-metallic-sweater-p04369103.html,TAILORED CONTRAST TOPSTITCHING CROP KNIT SWEATER KHAKI,Quilted jacket made of technical fabric. High collar and long sleeves. Flap pocket at chest and hidden in-seam pockets at side hip. Interior pocket. Interior elastic hem. Cropped length. Front zip closure.,69.95,USD,jackets,WOMAN,Autumn,Wool Blend,Pakistan
127478,Front of Store,No,clothing,Yes,899,Zara,https://www.zara.com/us/en/straight-suit-jacket-p04143291.html,STRAIGHT SUIT JACKET,Straight fit blazer. Notched lapel collar and long sleeves with buttoned cuffs. Flap pockets at hip. Interior pocket. Central back vent at hem. Front button closure.,22.95,USD,jackets,WOMAN,Spring,Cotton,Cambodia
219584,End-cap,No,clothing,No,1068,Zara,https://www.zara.com/us/en/cotton-blend-bomber-jacket-p06518350.html,KNIT MULTI-PIECED RETRO SNEAKERS,Overshirt made of diagonal textured cotton fabric. Lapel collar and long sleeves with buttoned cuffs. Patch pockets at hip. Front button closure.,17.95,USD,jackets,WOMAN,Winter,Wool,China
128179,End-cap,Yes,clothing,Yes,1302,Zara,https://www.zara.com/us/en/color-block-puffer-jacket-p08281365.html,COLOR BLOCK PUFFER JACKET,Jacket made of technical fabric with padded interior. High collar and long sleeves with elastic cuffs. Front pockets with hidden zip closure. Elastic hem. Front zip closure.,16.99,USD,jackets,MAN,Autumn,Acrylic,Vietnam
219580,End-cap,No,clothing,Yes,856,Zara,https://www.zara.com/us/en/printed-denim-overshirt-p02553808.html,DOUBLE-BREASTED WAXED EFFECT PLAID JACKET KHAKI,Relaxed fit overshirt made of 25% wool fabric. Lapel collar and long sleeves with buttoned cuffs. Patch pocket at chest and side pockets at hip. Front button closure.,39.99,USD,jackets,WOMAN,Autumn,Polyester,Turkey
129152,End-cap,No,clothing,Yes,970,Zara,https://www.zara.com/us/en/lightweight-bomber-jacket-p08281315.html,LIGHTWEIGHT BOMBER JACKET,Lightweight jacket made of technical fabric. Round neck and long sleeves. Welt pockets at hip. Interior pocket. Rib trim. Front zip closure.,19.95,USD,jackets,MAN,Autumn,Wool Blend,Spain
219579,End-cap,No,clothing,No,903,Zara,https://www.zara.com/us/en/basic-heavyweight-t-shirt-p01887450.html,RELAXED CROPPED LEATHER JACKET BLACK,Relaxed fit overshirt. Lapel collar and long sleeves with buttoned cuffs. Patch pockets at hip. Front button closure.,39.99,USD,jackets,WOMAN,Spring,Linen,China
219578,Front of Store,No,clothing,No,776,Zara,https://www.zara.com/us/en/leather-jacket-p05479400.html,JACQUARD DENIM JACKET TAUPE,Boxy fit jacket. Lapel collar and long sleeves with buttoned cuffs. Welt pockets at hip. Front button closure.,45.99,USD,jackets,WOMAN,Autumn,Cotton,China
129906,Aisle,No,clothing,Yes,915,Zara,https://www.zara.com/us/en/faux-suede-bomber-jacket-p06318600.html,FAUX SUEDE BOMBER JACKET,Jacket made of faux suede fabric. Ribbed elastic high collar and long sleeve. Welt pockets at hip. Rib trim. Front zip closure.,29.99,USD,jackets,WOMAN,Autumn,Cotton,Portugal
219576,Front of Store,Yes,clothing,Yes,1243,Zara,https://www.zara.com/us/en/contrast-topstitching-crop-knit-sweater-p09598003.html,SUEDE LACELESS SNEAKERS ECRU #3,Sneakers. Made of leather with a suede finish. Contrast lacing with seven pairs of eyelets. Welt around upper. Chunky sole.,24.95,USD,jackets,MAN,Spring,Polyester,India
131298,End-cap,Yes,clothing,Yes,1590,Zara,https://www.zara.com/us/en/plaid-overshirt-p01300100.html,PLAID OVERSHIRT,Relaxed fit overshirt made with cotton fabric. Lapel collar and long sleeves with buttoned cuffs. Patch pockets at hip. Washed effect. Front button closure.,25.95,USD,jackets,WOMAN,Summer,Linen,Spain
219570,End-cap,Yes,clothing,Yes,1151,Zara,https://www.zara.com/us/en/ripped-straight-fit-jeans-p03991404.html,UTILITY RIBBED KNIT T-SHIRT BLACK,Leather jacket. Cropped length. Lapel collar and long sleeves. Front hidden in-seam pockets. Front zip closure.,62.95,USD,jackets,MAN,Spring,Cotton,China
132322,Front of Store,Yes,clothing,Yes,1433,Zara,https://www.zara.com/us/en/printed-denim-overshirt-p02553808.html,PRINTED DENIM OVERSHIRT,Boxy fit overshirt. Lapel collar and short sleeves. Front snap button closure.,34,USD,jackets,WOMAN,Spring,Linen,Bangladesh
132889,Aisle,Yes,clothing,Yes,1569,Zara,https://www.zara.com/us/en/faux-leather-boxy-fit-jacket-p08281654.html,FAUX LEATHER BOXY FIT JACKET,Boxy fit jacket. Lapel collar and long sleeves with buttoned cuffs. Welt pockets at hip. Front button closure.,28.99,USD,jackets,WOMAN,Spring,Polyester,China
133078,Aisle,Yes,clothing,Yes,1827,Zara,https://www.zara.com/us/en/padded-bomber-jacket-p03918400.html,PADDED BOMBER JACKET,Jacket made of technical fabric with lightly padded interior. Rib elastic collar and long sleeves. Zip pockets at hip. Elastic hem. Front zip closure.,16.95,USD,jackets,WOMAN,Winter,Cotton,India
133100,End-cap,No,clothing,Yes,851,Zara,https://www.zara.com/us/en/puffer-jacket-with-pouch-pocket-p00155401.html,PUFFER JACKET WITH POUCH POCKET,Jacket made of technical fabric with padded interior. High collar with front zip closure and long sleeves with elastic strap cuffs. Front and back contrast embroidered text. Zip pockets at hip. Adjustable elastic strap at hem with side zippers and strap.,39.95,USD,jackets,MAN,Autumn,Wool,India
133109,Front of Store,No,clothing,Yes,860,Zara,https://www.zara.com/us/en/textured-jacket-p04302457.html,TEXTURED JACKET,Jacket made of textured fabric. Lapel collar and long sleeves with buttoned cuffs. Patch pockets at chest and hidden pockets at hip. Side vents at hem. Front button closure.,45.99,USD,jackets,WOMAN,Spring,Cotton,Bangladesh
133183,Front of Store,No,clothing,Yes,785,Zara,https://www.zara.com/us/en/cotton-blend-bomber-jacket-p06518350.html,COTTON BLEND BOMBER JACKET,Jacket made of cotton blend fabric. High collar and long sleeves. Welt pockets at hip. Rib trim. Cropped length. Front zip closure.,29.95,USD,jackets,WOMAN,Autumn,Polyester,Vietnam
133757,Aisle,No,clothing,Yes,663,Zara,https://www.zara.com/us/en/pocket-puffer-jacket-p08281439.html,POCKET PUFFER JACKET,Quilted jacket made of technical fabric. High collar and long sleeves. Flap pocket at chest and hidden in-seam pockets at side hip. Interior pocket. Interior elastic hem. Cropped length. Front zip closure.,99.99,USD,jackets,WOMAN,Autumn,Wool,Spain
134104,End-cap,Yes,clothing,No,1560,Zara,https://www.zara.com/us/en/overshirt-p00706623.html,OVERSHIRT,Relaxed fit overshirt made of stretch fabric. Lapel collar and long sleeves with buttoned cuffs. Chest patch pocket. Front button closure.,20.99,USD,jackets,WOMAN,Autumn,Cotton,China
219569,End-cap,Yes,clothing,Yes,1296,Zara,https://www.zara.com/us/en/hooded-knit-cardigan-p02621407.html,QUILTED MULTI-PIECED RETRO SNEAKERS OLIVE,Varsity jacket made of faux suede fabric. Double welt pockets at hip and interior pocket. Front and back contrasting patch appliqués and embroidery. Rib trim. Front snap button closure.,31.99,USD,jackets,WOMAN,Autumn,Cotton,Brazil
134693,Aisle,No,clothing,Yes,822,Zara,https://www.zara.com/us/en/leather-biker-jacket-p05833412.html,LEATHER BIKER JACKET,Jacket with lapel collar and snap button details. Long sleeves with zip cuffs. Front zip pockets and interior pocket. Asymmetric front closure with metal zipper.,49.99,USD,jackets,MAN,Autumn,Cotton,Portugal
134763,Front of Store,No,clothing,Yes,1050,Zara,https://www.zara.com/us/en/padded-bomber-jacket-p03918620.html,PADDED BOMBER JACKET,Quilted jacket made of technical fabric. Lapel collar and long sleeves. Welt pockets at hip. Rib trim. Front zip closure.,64.99,USD,jackets,WOMAN,Winter,Polyester,Spain
219565,End-cap,Yes,clothing,No,1288,Zara,https://www.zara.com/us/en/knit-open-back-pearly-sweater-p04331152.html,TAILORED PADDED DENIM JACKET CHARCOAL,Jacket made of technical fabric with padded interior. Tonal elastic rib high collar. Long sleeves. Welt pockets at hip and interior pocket. Interior elastic finish. Front zip closure.,61.99,USD,jackets,WOMAN,Autumn,Denim,India
134927,Aisle,No,clothing,Yes,1047,Zara,https://www.zara.com/us/en/patch-bomber-jacket-p03833404.html,PATCH BOMBER JACKET,Varsity jacket with padded interior. Rib elastic collar and long sleeves in contrast faux leather. Double welt pockets at hip and interior pocket. Contrasting patch appliqués at front and back. Rib trim. Front snap button closure.,24,USD,jackets,WOMAN,Winter,Viscose,Bangladesh
219562,Aisle,No,clothing,No,910,Zara,https://www.zara.com/us/en/herringbone-textured-jacket-p08491401.html,OVERSIZED ABSTRACT JACQUARD SWEATER IVORY,Slip on sneakers. Made of leather with a suede finish. Upper in a combination of pieces. Chunky sole.,43.95,USD,jackets,MAN,Winter,Wool,Portugal
135490,Front of Store,No,clothing,No,797,Zara,https://www.zara.com/us/en/mixed-collar-waxed-jacket-p06861405.html,MIXED COLLAR WAXED JACKET,Jacket made of waxed finish fabric with lightly padded interior. Contrast fabric lapel collar. Long sleeves. Patch pockets at hip. Interior pocket. Slightly cropped length. Front hidden zip and button closure.,78.99,USD,jackets,MAN,Winter,Polyester,Portugal
219560,End-cap,No,clothing,Yes,715,Zara,https://www.zara.com/us/en/abstract-print-t-shirt-p06224403.html,REGULAR RIBBED KNIT T-SHIRT OLIVE,Jacket made of technical fabric with padded interior. Lapel collar and long sleeves with elastic cuffs. Welt pockets at hip and interior pocket. Adjustable drawstring hem. Front snap button closure.,29.99,USD,jackets,MAN,Spring,Cotton,Cambodia
